what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384565396240
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1384565396343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384565425146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384565464377
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384565509395
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384565510586
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1384565512022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384565519340
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384565519380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384565519672
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384565522118
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384565522941
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384565546703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384565557737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384565567705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384565570168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384565582795
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384565596585
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384565612758
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384565622150
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384565636365
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384565638118
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384565653510
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384565653745
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1384565669622
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1384565744454
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384565844314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384565844352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384565844651
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384565845214
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384565845255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384565845546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384565860451
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384565861935
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1384565876833
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384565898497
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384565898992
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1384565925786
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384565972708
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384565976335
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384565977525
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384565982342
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384565996269
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384565996466
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384566053399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566053437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566053746
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384566053825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566053955
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566054268
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384566054677
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566054715
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566055036
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384566055775
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566055813
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566056133
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1384566112396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566117837
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566123271
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384566126858
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384566127078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384566129955
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384566172713
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384566172962
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384566183684
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566183722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566184028
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384566184737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566184775
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566185078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384566186491
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384566186946
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384566205596
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384566205805
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384566258236
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384566259082
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566282821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566284714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566292502
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566292514
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384566375153
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384566375408
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384566414993
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384566415249
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1384566440166
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384566442328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384566442624
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566469875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566469887
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384566480966
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384566481234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384566500570
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1384566504417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566518775
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566526825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566529957
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566537465
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1384566575936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566601113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566601125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566606081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566606094
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566609584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566609596
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384566663018
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566684209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566694460
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566696341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566757158
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384566761702
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384566761936
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384566765279
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384566765494
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384566770672
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384566770891
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384566776546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384566776740
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384566781479
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384566782574
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566792241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566792254
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566798040
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566798052
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384566818345
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384566818540
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384566837792
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384566838000
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384566843284
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566843335
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566843670
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384566844444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566844460
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566844789
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384566846572
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384566846742
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384566895642
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384566896407
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384566897716
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566897733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566898060
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384566899755
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384566946035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566946071
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566946404
started,bundle,org.eclipse.wb.swing.FormLayout.lib,1.6.0.r37x201305212042,"org.eclipse.wb.swing.FormLayout.lib",1384566968330
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566970848
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384566972501
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384567009548
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384567011888
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384567017869
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384567018099
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384567026935
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384567027114
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384567040014
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384567041934
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384567050935
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384567053256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384567054590
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384567056754
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384567057526
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384567059646
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1384567069976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384567082166
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384567088752
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384567092897
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384567100896
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384567111864
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384567116613
error,log,,,"Designer [1.6.0.r37x201305211944.201311151958]: JavaInfo should be already bounds to the hierarchy.",1384567122467
error,log,,,"Unhandled event loop exception",1384567122535
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384567127444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384567127455
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384567127775
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384567132967
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384567141306
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1384567169025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384567175905
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384567192804
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384567210822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384567212135
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384567212256
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1384567212508
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1384567212632
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1384567212633
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1384567212633
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1384567212633
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1384567212633
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1384567212633
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1384567212633
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1384567212633
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1384567212633
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1384567212633
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20111213-1754,"org.eclipse.pde.ds.ui",1384567212634
stopped,bundle,org.eclipse.pde.runtime,3.4.201.v20110928-1516,"org.eclipse.pde.runtime",1384567212634
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110928-1516,"org.eclipse.pde.ui.templates",1384567212634
stopped,bundle,org.eclipse.wb.rcp.GroupLayout,1.6.0.r37x201305212046,"org.eclipse.wb.rcp.GroupLayout",1384567212634
stopped,bundle,org.eclipse.wb.rcp.SWT_AWT,1.6.0.r37x201305212048,"org.eclipse.wb.rcp.SWT_AWT",1384567212634
stopped,bundle,org.eclipse.wb.rcp.databinding.emf,1.6.0.r37x201305212028,"org.eclipse.wb.rcp.databinding.emf",1384567212634
stopped,bundle,org.eclipse.wb.rcp.databinding.xwt,1.6.0.r37x201305212050,"org.eclipse.wb.rcp.databinding.xwt",1384567212634
stopped,bundle,org.eclipse.wb.rcp.databinding,1.6.0.r37x201305212028,"org.eclipse.wb.rcp.databinding",1384567212634
stopped,bundle,org.eclipse.wb.rcp.nebula,1.6.0.r37x201305212028,"org.eclipse.wb.rcp.nebula",1384567212634
stopped,bundle,org.eclipse.wb.rcp.swing2swt,1.6.0.r37x201305212028,"org.eclipse.wb.rcp.swing2swt",1384567212634
stopped,bundle,org.eclipse.wb.xwt,1.6.0.r37x201305212050,"org.eclipse.wb.xwt",1384567212635
stopped,bundle,org.eclipse.wb.rcp,1.6.0.r37x201305212028,"org.eclipse.wb.rcp",1384567212635
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1384567212635
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1384567212635
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1384567212636
stopped,bundle,org.eclipse.help.webapp,3.6.1.r37_20110929,"org.eclipse.help.webapp",1384567212636
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1384567212636
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1384567212636
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1384567212637
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1384567212637
