what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550324385
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550327007
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550327020
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550350495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550354897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550356211
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550359885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550366138
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550377242
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550385422
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550385434
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550426752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550430518
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550432922
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550438145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550485782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550499833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550503562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550512017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550549801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550550076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550550258
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550556124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550558635
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550558716
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550560275
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550563495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550573635
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550576607
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550601693
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550606136
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1384550609286
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550610497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550612140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550613673
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550616790
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384550707307
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550707345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550707568
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384550707618
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550707786
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550707982
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550716717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550723735
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550726321
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550792723
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1384550802129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550803240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550803444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550809112
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550813927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550818674
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550884441
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550885883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550961284
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550964580
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550966560
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550983990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384550986139
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551019349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551021739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551022923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551036593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551048472
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551048484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551052265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551055627
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551059881
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551069225
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384551099525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551099561
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551099795
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384551101413
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551101450
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551101665
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384551103415
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551103454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551103659
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384551114921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384551119531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384551120396
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384551207055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551207093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551207275
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384551207857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551207894
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551208084
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384551208535
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551208570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551208757
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384551208931
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551208966
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551209164
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384551209400
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551209435
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551209609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551252439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551254349
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551315398
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551316716
executed,command,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1384551316723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551318786
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551333387
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551334344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551335723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551336983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551337166
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1384551337193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551338638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551339831
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551527279
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551530290
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551534666
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551537319
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551540387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551542813
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384551564584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551564616
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551564810
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384551564894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551564986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551565173
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551568533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551570441
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384551604078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384551634601
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551634638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551634830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551663022
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551712103
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1384551715644
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551718883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551721616
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384551721620
activated,editor,org.eclipse.wb.core.ui,1.6.0.r37x201305211950,"org.eclipse.wb.core.guiEditor",1384551722848
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551723002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551724375
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1384551724414
closed,editor,org.eclipse.wb.core.ui,1.6.0.r37x201305211950,"org.eclipse.wb.core.guiEditor",1384551724414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551728191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551729314
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384551729318
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384551731545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384552032322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384552034539
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384552044907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384552067012
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384552238748
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384552245138
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384552271484
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1384552271491
opened,editor,org.eclipse.wb.core.ui,1.6.0.r37x201305211950,"org.eclipse.wb.core.guiEditor",1384552271607
activated,editor,org.eclipse.wb.core.ui,1.6.0.r37x201305211950,"org.eclipse.wb.core.guiEditor",1384552271677
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384552276205
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384552276341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384552278490
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384552281517
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384552285995
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384552288316
